## Fri Nov 25 12:34:55 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FRAGMENTO_655_3	1171373.PACID_12110	5.39e-99	307.0	COG3336@1|root,COG3336@2|Bacteria,2GKIR@201174|Actinobacteria,4DPN3@85009|Propionibacteriales	201174|Actinobacteria	P	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)	-	GO:0008150,GO:0040007	-	ko:K02351,ko:K07245	-	-	-	-	ko00000,ko02000	9.B.62.1	-	-	Caa3_CtaG,CopD
FRAGMENTO_656_1	1171373.PACID_12110	2.79e-265	742.0	COG3336@1|root,COG3336@2|Bacteria,2GKIR@201174|Actinobacteria,4DPN3@85009|Propionibacteriales	201174|Actinobacteria	P	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)	-	GO:0008150,GO:0040007	-	ko:K02351,ko:K07245	-	-	-	-	ko00000,ko02000	9.B.62.1	-	-	Caa3_CtaG,CopD
FRAGMENTO_656_2	1171373.PACID_12100	0.0	1101.0	COG2217@1|root,COG2217@2|Bacteria,2GIRF@201174|Actinobacteria,4DN8M@85009|Propionibacteriales	201174|Actinobacteria	P	Heavy-metal-associated domain	-	-	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,HMA,Hydrolase
FRAGMENTO_657_2	450380.JPSY01000001_gene1109	1.13e-131	391.0	COG3547@1|root,COG3547@2|Bacteria,2GS79@201174|Actinobacteria,4FMZR@85023|Microbacteriaceae	201174|Actinobacteria	L	Transposase IS116/IS110/IS902 family	-	-	-	-	-	-	-	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
FRAGMENTO_657_3	1171373.PACID_12090	2.5e-228	630.0	COG0320@1|root,COG0320@2|Bacteria,2GKD4@201174|Actinobacteria,4DPBB@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	lipA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0040007,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.8.1.8	ko:K03644	ko00785,ko01100,map00785,map01100	-	R07767,R07768	RC01978	ko00000,ko00001,ko01000	-	-	-	LIAS_N,Radical_SAM
FRAGMENTO_657_4	1171373.PACID_12080	1.95e-129	372.0	2AUFS@1|root,31K3Y@2|Bacteria,2GIXC@201174|Actinobacteria,4DQHR@85009|Propionibacteriales	201174|Actinobacteria	S	Domain of unknown function (DUF4191)	-	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF4191
FRAGMENTO_658_2	1171373.PACID_12070	0.0	1094.0	COG0488@1|root,COG0488@2|Bacteria,2GJ5M@201174|Actinobacteria,4DNB0@85009|Propionibacteriales	201174|Actinobacteria	S	ABC transporter	yjjK	-	-	ko:K15738	-	-	-	-	ko00000,ko02000	3.A.1.120.6	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
FRAGMENTO_658_3	1171373.PACID_12060	1.23e-81	244.0	COG0517@1|root,COG0517@2|Bacteria,2IHPB@201174|Actinobacteria,4DWIB@85009|Propionibacteriales	201174|Actinobacteria	S	Domain in cystathionine beta-synthase and other proteins.	-	-	-	-	-	-	-	-	-	-	-	-	CBS
FRAGMENTO_658_4	1171373.PACID_12050	2.46e-126	363.0	COG0586@1|root,COG0586@2|Bacteria,2HKKQ@201174|Actinobacteria,4DSGH@85009|Propionibacteriales	201174|Actinobacteria	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
FRAGMENTO_658_5	1171373.PACID_12040	3.62e-54	180.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	2.4.1.11	ko:K16150	ko00500,ko01100,map00500,map01100	-	R00292	RC00005	ko00000,ko00001,ko01000,ko01003	-	GT4	-	Glyco_transf_4,Glycos_transf_1
FRAGMENTO_659_1	1171373.PACID_12040	6.8e-157	448.0	COG0438@1|root,COG0438@2|Bacteria	2|Bacteria	M	transferase activity, transferring glycosyl groups	-	-	2.4.1.11	ko:K16150	ko00500,ko01100,map00500,map01100	-	R00292	RC00005	ko00000,ko00001,ko01000,ko01003	-	GT4	-	Glyco_transf_4,Glycos_transf_1
FRAGMENTO_659_2	1171373.PACID_12030	3e-87	258.0	COG1714@1|root,COG1714@2|Bacteria,2HZE5@201174|Actinobacteria,4DSBQ@85009|Propionibacteriales	201174|Actinobacteria	S	RDD family	-	-	-	-	-	-	-	-	-	-	-	-	RDD
FRAGMENTO_659_3	1171373.PACID_12020	4.73e-209	589.0	28K27@1|root,2Z9RK@2|Bacteria,2I942@201174|Actinobacteria,4DWE9@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_659_4	1171373.PACID_12010	2.69e-158	454.0	COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4DNAS@85009|Propionibacteriales	201174|Actinobacteria	E	glutamine synthetase	glnA	GO:0001968,GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006541,GO:0006542,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009405,GO:0009605,GO:0009607,GO:0009893,GO:0009987,GO:0010468,GO:0010604,GO:0010628,GO:0010755,GO:0010756,GO:0010954,GO:0016020,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019222,GO:0019752,GO:0019899,GO:0020012,GO:0030162,GO:0030312,GO:0030682,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0035375,GO:0040007,GO:0043207,GO:0043436,GO:0044044,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045862,GO:0046394,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0065007,GO:0070613,GO:0071704,GO:0071944,GO:0075136,GO:0080090,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1903317,GO:1903319	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
FRAGMENTO_660_1	1171373.PACID_12010	2.11e-159	456.0	COG0174@1|root,COG0174@2|Bacteria,2GMN1@201174|Actinobacteria,4DNAS@85009|Propionibacteriales	201174|Actinobacteria	E	glutamine synthetase	glnA	GO:0001968,GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006541,GO:0006542,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009405,GO:0009605,GO:0009607,GO:0009893,GO:0009987,GO:0010468,GO:0010604,GO:0010628,GO:0010755,GO:0010756,GO:0010954,GO:0016020,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019222,GO:0019752,GO:0019899,GO:0020012,GO:0030162,GO:0030312,GO:0030682,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0035375,GO:0040007,GO:0043207,GO:0043436,GO:0044044,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045862,GO:0046394,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0065007,GO:0070613,GO:0071704,GO:0071944,GO:0075136,GO:0080090,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1903317,GO:1903319	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
FRAGMENTO_660_2	397278.JOJN01000018_gene3519	1.35e-24	93.6	COG3093@1|root,COG3093@2|Bacteria,2IR2S@201174|Actinobacteria,4DV69@85009|Propionibacteriales	201174|Actinobacteria	K	Helix-turn-helix XRE-family like proteins	higA	-	-	ko:K21498	-	-	-	-	ko00000,ko02048	-	-	-	HTH_3
FRAGMENTO_660_3	1171373.PACID_11980	1.34e-192	540.0	COG1434@1|root,COG1434@2|Bacteria,2GMGZ@201174|Actinobacteria	201174|Actinobacteria	V	DUF218 domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF218
FRAGMENTO_660_4	1171373.PACID_11970	1.58e-174	489.0	COG0327@1|root,COG0327@2|Bacteria,2GKHZ@201174|Actinobacteria,4DN28@85009|Propionibacteriales	201174|Actinobacteria	S	Belongs to the GTP cyclohydrolase I type 2 NIF3 family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	NIF3
FRAGMENTO_660_5	1171373.PACID_11960	2.61e-90	276.0	COG2966@1|root,COG3610@1|root,COG2966@2|Bacteria,COG3610@2|Bacteria	2|Bacteria	H	response to peptide	yjjP	-	-	-	-	-	-	-	-	-	-	-	ThrE,ThrE_2
FRAGMENTO_661_1	1171373.PACID_11960	2.62e-153	441.0	COG2966@1|root,COG3610@1|root,COG2966@2|Bacteria,COG3610@2|Bacteria	2|Bacteria	H	response to peptide	yjjP	-	-	-	-	-	-	-	-	-	-	-	ThrE,ThrE_2
FRAGMENTO_661_2	1171373.PACID_11950	0.0	1561.0	COG1391@1|root,COG1391@2|Bacteria,2GJ91@201174|Actinobacteria,4DPAV@85009|Propionibacteriales	201174|Actinobacteria	H	Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell	glnE	GO:0000820,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006521,GO:0008150,GO:0008882,GO:0010565,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0019222,GO:0030312,GO:0031323,GO:0033238,GO:0040007,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0060359,GO:0062012,GO:0065007,GO:0070566,GO:0071944,GO:0080090,GO:1901698	2.7.7.42,2.7.7.89	ko:K00982	-	-	-	-	ko00000,ko01000	-	-	-	GlnD_UR_UTase,GlnE
FRAGMENTO_662_2	1171373.PACID_11940	9.7e-123	355.0	COG3255@1|root,COG3255@2|Bacteria	2|Bacteria	I	Sterol carrier protein	-	-	-	-	-	-	-	-	-	-	-	-	MDMPI_C,MDMPI_N
FRAGMENTO_662_3	1171373.PACID_11930	0.0	893.0	COG0174@1|root,COG0174@2|Bacteria,2GJ2I@201174|Actinobacteria,4DNNP@85009|Propionibacteriales	201174|Actinobacteria	E	glutamine synthetase	glnA2	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016787,GO:0016810,GO:0016811,GO:0044464,GO:0050001,GO:0071944	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
FRAGMENTO_662_4	1171373.PACID_11920	2.97e-184	514.0	2DYIV@1|root,34A0Z@2|Bacteria,2I04P@201174|Actinobacteria,4DVNC@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF2510
FRAGMENTO_663_1	1122997.AUDD01000006_gene126	1.64e-221	618.0	COG0577@1|root,COG0577@2|Bacteria,2GIRW@201174|Actinobacteria,4DUD5@85009|Propionibacteriales	201174|Actinobacteria	V	MacB-like periplasmic core domain	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
FRAGMENTO_663_2	1122997.AUDD01000006_gene125	3.85e-129	370.0	COG1136@1|root,COG1136@2|Bacteria,2GK3I@201174|Actinobacteria	201174|Actinobacteria	V	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,FtsX,MacB_PCD
FRAGMENTO_663_3	1122997.AUDD01000006_gene124	9.19e-183	528.0	COG0845@1|root,COG0845@2|Bacteria,2HD6N@201174|Actinobacteria,4DUT4@85009|Propionibacteriales	201174|Actinobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_3,PG_binding_1
FRAGMENTO_664_2	1171373.PACID_03410	3.8e-250	686.0	COG3335@1|root,COG3415@1|root,COG3335@2|Bacteria,COG3415@2|Bacteria,2IAHV@201174|Actinobacteria,4DUEP@85009|Propionibacteriales	201174|Actinobacteria	L	Winged helix-turn helix	-	-	-	-	-	-	-	-	-	-	-	-	DDE_3,HTH_28,HTH_32,HTH_33
FRAGMENTO_665_2	77635.BISU_0576	3.63e-10	66.2	COG2197@1|root,COG2197@2|Bacteria,2GJ46@201174|Actinobacteria,4CYQW@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
FRAGMENTO_665_3	1171373.PACID_11910	1.1e-203	563.0	COG0024@1|root,COG0024@2|Bacteria,2GKIZ@201174|Actinobacteria,4DN75@85009|Propionibacteriales	201174|Actinobacteria	J	Methionine aminopeptidase	map	GO:0000096,GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005506,GO:0006082,GO:0006464,GO:0006508,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009066,GO:0009987,GO:0010467,GO:0016151,GO:0016485,GO:0016787,GO:0019538,GO:0019752,GO:0030145,GO:0035551,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0046872,GO:0046914,GO:0050897,GO:0051604,GO:0070006,GO:0070011,GO:0070084,GO:0071704,GO:0140096,GO:1901564,GO:1901605	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24
FRAGMENTO_665_4	1171373.PACID_11900	7.19e-240	662.0	COG0598@1|root,COG0598@2|Bacteria,2GKNZ@201174|Actinobacteria,4DPRY@85009|Propionibacteriales	201174|Actinobacteria	P	CorA-like Mg2+ transporter protein	corA	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
FRAGMENTO_665_5	446470.Snas_0319	5.47e-22	94.0	2E901@1|root,3339G@2|Bacteria,2INW5@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_666_1	446470.Snas_0319	1.51e-45	157.0	2E901@1|root,3339G@2|Bacteria,2INW5@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_666_3	1171373.PACID_11880	1.09e-136	391.0	COG1579@1|root,COG1579@2|Bacteria,2GP84@201174|Actinobacteria	201174|Actinobacteria	S	Zn-ribbon protein, possibly nucleic acid-binding	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	-	ko:K07164	-	-	-	-	ko00000	-	-	-	zf-RING_7
FRAGMENTO_666_4	1171373.PACID_11870	4.14e-223	622.0	COG0531@1|root,COG0531@2|Bacteria,2GNUF@201174|Actinobacteria	201174|Actinobacteria	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease,AA_permease_2
FRAGMENTO_667_1	1184609.KILIM_069_00130	1.59e-10	62.8	COG0531@1|root,COG0531@2|Bacteria,2GNUF@201174|Actinobacteria,4F7EK@85018|Dermatophilaceae	201174|Actinobacteria	E	Amino acid permease	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease,AA_permease_2
FRAGMENTO_667_2	1171373.PACID_11860	2.78e-193	538.0	COG0388@1|root,COG0388@2|Bacteria,2GP6F@201174|Actinobacteria	201174|Actinobacteria	S	Also exhibits in vitro acyl transferase activity, transferring the acyl moiety of short-chain amides to hydroxylamine to form hydroxamates	-	-	-	-	-	-	-	-	-	-	-	-	CN_hydrolase
FRAGMENTO_667_3	1171373.PACID_11850	2.19e-290	796.0	COG0160@1|root,COG0160@2|Bacteria,2GIS9@201174|Actinobacteria,4DPFZ@85009|Propionibacteriales	201174|Actinobacteria	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	gabT	-	2.6.1.19,2.6.1.22	ko:K07250	ko00250,ko00280,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00280,map00410,map00640,map00650,map01100,map01120	M00027	R00908,R01648,R04188	RC00006,RC00062,RC00160	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
FRAGMENTO_667_4	1171373.PACID_11840	4.15e-147	420.0	COG1587@1|root,COG1587@2|Bacteria,2GKMM@201174|Actinobacteria,4DP10@85009|Propionibacteriales	201174|Actinobacteria	HK	Uroporphyrinogen-III synthase HemD	hemD	-	4.2.1.75	ko:K01719	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R03165	RC01861	ko00000,ko00001,ko00002,ko01000	-	-	-	HEM4,Trans_reg_C
FRAGMENTO_668_1	1171373.PACID_11820	0.0	923.0	COG0006@1|root,COG0006@2|Bacteria,2GM7D@201174|Actinobacteria,4DNH3@85009|Propionibacteriales	201174|Actinobacteria	E	to the peptidase M24B family	pepP	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	AMP_N,Peptidase_M24
FRAGMENTO_668_2	1171373.PACID_11810	8.67e-181	506.0	COG1612@1|root,COG1612@2|Bacteria	2|Bacteria	O	heme a metabolic process	ctaB	-	2.5.1.141	ko:K02257,ko:K02259	ko00190,ko00860,ko01100,ko01110,ko02020,ko04714,map00190,map00860,map01100,map01110,map02020,map04714	M00154	R07411,R07412	RC00769,RC01786	ko00000,ko00001,ko00002,ko01000,ko01006,ko03029	3.D.4.4	-	-	COX15-CtaA,UbiA
FRAGMENTO_668_3	1171373.PACID_11800	8.2e-119	343.0	COG2227@1|root,COG2227@2|Bacteria	2|Bacteria	H	3-demethylubiquinone-9 3-O-methyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31
FRAGMENTO_668_4	1171373.PACID_11790	1.28e-44	149.0	2CAW2@1|root,32RS7@2|Bacteria,2IB15@201174|Actinobacteria,4DQMM@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_669_1	1171373.PACID_11790	1.45e-35	124.0	2CAW2@1|root,32RS7@2|Bacteria,2IB15@201174|Actinobacteria,4DQMM@85009|Propionibacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_669_2	1171373.PACID_11780	2.68e-228	637.0	COG2239@1|root,COG2239@2|Bacteria,2GMMK@201174|Actinobacteria,4DPA3@85009|Propionibacteriales	201174|Actinobacteria	P	MgtE intracellular N domain	mgtE	-	-	-	-	-	-	-	-	-	-	-	CBS,MgtE_N,PRC
FRAGMENTO_669_3	1171373.PACID_11770	1.16e-99	292.0	COG4420@1|root,COG4420@2|Bacteria,2GJRV@201174|Actinobacteria,4DQT8@85009|Propionibacteriales	201174|Actinobacteria	S	Protein of unknown function (DUF1003)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1003
FRAGMENTO_669_4	1171373.PACID_11760	3.72e-262	720.0	COG0489@1|root,COG2151@1|root,COG0489@2|Bacteria,COG2151@2|Bacteria,2GJUZ@201174|Actinobacteria,4DNNW@85009|Propionibacteriales	201174|Actinobacteria	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	FeS_assembly_P,ParA
FRAGMENTO_670_1	1171373.PACID_11750	1.69e-49	162.0	COG1826@1|root,COG1826@2|Bacteria,2IR0U@201174|Actinobacteria,4DRKC@85009|Propionibacteriales	201174|Actinobacteria	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation	tatB	GO:0008150,GO:0040007	-	ko:K03117	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	MttA_Hcf106
FRAGMENTO_670_2	1171373.PACID_11740	3.5e-177	497.0	COG0329@1|root,COG0329@2|Bacteria,2GJ34@201174|Actinobacteria,4DNA0@85009|Propionibacteriales	201174|Actinobacteria	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
FRAGMENTO_670_3	1171373.PACID_11730	1.07e-131	376.0	COG4122@1|root,COG4122@2|Bacteria,2GPEV@201174|Actinobacteria,4DNEI@85009|Propionibacteriales	201174|Actinobacteria	S	O-methyltransferase	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Methyltransf_24,Methyltransf_3
FRAGMENTO_670_4	1171373.PACID_11720	2.15e-129	369.0	COG4243@1|root,COG4243@2|Bacteria,2GMVK@201174|Actinobacteria	201174|Actinobacteria	S	Vitamin K epoxide reductase	-	-	-	-	-	-	-	-	-	-	-	-	VKOR
FRAGMENTO_670_5	1171373.PACID_11700	1.18e-115	340.0	COG0448@1|root,COG0448@2|Bacteria,2I2EF@201174|Actinobacteria,4DPN8@85009|Propionibacteriales	201174|Actinobacteria	G	Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans	glgC	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
FRAGMENTO_671_1	1171373.PACID_11700	2.93e-171	484.0	COG0448@1|root,COG0448@2|Bacteria,2I2EF@201174|Actinobacteria,4DPN8@85009|Propionibacteriales	201174|Actinobacteria	G	Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans	glgC	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
FRAGMENTO_671_2	1171373.PACID_11690	1.44e-277	760.0	COG0297@1|root,COG0297@2|Bacteria,2I2EE@201174|Actinobacteria,4DN2C@85009|Propionibacteriales	201174|Actinobacteria	G	Glycosyl transferases group 1	glgA	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006073,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0071704,GO:1901576	2.4.1.342	ko:K16148	ko00500,ko01100,map00500,map01100	-	R02421,R11530	RC00005,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT4	-	Glyco_transf_4,Glycos_transf_1
